Time,Rot1800,IMF1800,PLS1800,IMF_PTS1800,PLS_PTS1800,ABS_B1800,F1800,THETA_AV1800,PHI_AV1800,BX_GSE1800,BY_GSE1800,BZ_GSE1800,BY_GSM1800,BZ_GSM1800,SIGMA-ABS_B1800,SIGMA-B1800,SIGMA-Bx1800,SIGMA-By1800,SIGMA-Bz1800,T1800,N1800,V1800,PHI-V1800,THETA-V1800,Ratio1800,Pressure1800,SIGMA-T1800,SIGMA-N1800,SIGMA-V1800,SIGMA-PHI-V1800,SIGMA-THETA-V1800,SIGMA-ratio1800,E1800,Beta1800,Mach_num1800,Mgs_mach_num1800,PR-FLX_11800,PR-FLX_21800,PR-FLX_41800,PR-FLX_101800,PR-FLX_301800,PR-FLX_601800,MFLX1800,R1800,F10_INDEX1800,KP1800,DST1800,AE1800,AP_INDEX1800,AL_INDEX1800,AU_INDEX1800,PC_N_INDEX1800,Solar_Lyman_alpha1800,Proton_QI1800
2022-07-01 00:30:00+00:00,2576.0,51.0,52.0,60.0,33.0,3.4000000953674316,3.4000000953674316,-8.600000381469727,330.0,2.9000000953674316,-1.7000000476837158,-0.5,-1.600000023841858,-0.6000000238418579,0.10000000149011612,0.4000000059604645,0.20000000298023224,0.20000000298023224,0.20000000298023224,40182.0,4.5,346.0,-0.8999999761581421,-0.800000011920929,0.07199999690055847,1.159999966621399,2593.0,0.20000000298023224,1.0,0.30000001192092896,0.20000000298023224,0.004000000189989805,0.20999999344348907,2.7300000190734863,10.800000190734863,5.900000095367432,,,,,,,,58.0,101.30000305175781,7.0,0.0,39.0,3.0,-29.0,11.0,-0.4000000059604645,0.00750999990850687,0.010200000368058681
2022-07-01 01:30:00+00:00,2576.0,51.0,52.0,59.0,33.0,3.4000000953674316,3.4000000953674316,1.7000000476837158,331.70001220703125,3.0,-1.600000023841858,0.10000000149011612,-1.600000023841858,-0.0,0.10000000149011612,0.4000000059604645,0.20000000298023224,0.20000000298023224,0.30000001192092896,38928.0,4.5,345.0,-0.8999999761581421,-0.20000000298023224,0.07500000298023224,1.159999966621399,2367.0,0.20000000298023224,2.0,0.20000000298023224,0.30000001192092896,0.004000000189989805,0.0,2.7100000381469727,10.800000190734863,5.900000095367432,,,,,,,,58.0,101.30000305175781,7.0,0.0,45.0,3.0,-30.0,14.0,0.10000000149011612,0.00750999990850687,0.010300000198185444
2022-07-01 02:30:00+00:00,2576.0,51.0,52.0,60.0,34.0,3.4000000953674316,3.299999952316284,4.099999904632568,345.20001220703125,3.200000047683716,-0.8999999761581421,0.20000000298023224,-0.8999999761581421,0.20000000298023224,0.10000000149011612,0.4000000059604645,0.10000000149011612,0.30000001192092896,0.20000000298023224,36135.0,4.699999809265137,340.0,-0.5,0.0,0.07900000363588333,1.190000057220459,2726.0,0.20000000298023224,2.0,0.30000001192092896,0.30000001192092896,0.003000000026077032,-0.07000000029802322,2.7799999713897705,10.800000190734863,5.900000095367432,,,,,,,,58.0,101.30000305175781,7.0,2.0,54.0,3.0,-30.0,24.0,0.4000000059604645,0.00750999990850687,0.010099999606609344
2022-07-01 03:30:00+00:00,2576.0,51.0,52.0,58.0,34.0,3.4000000953674316,3.200000047683716,9.800000190734863,348.20001220703125,3.0999999046325684,-0.6000000238418579,0.6000000238418579,-0.6000000238418579,0.6000000238418579,0.10000000149011612,0.8999999761581421,0.20000000298023224,0.800000011920929,0.4000000059604645,35164.0,4.800000190734863,338.0,-0.8999999761581421,-0.10000000149011612,0.07999999821186066,1.2100000381469727,3440.0,0.20000000298023224,3.0,0.5,0.30000001192092896,0.004000000189989805,-0.20000000298023224,2.819999933242798,10.899999618530273,5.900000095367432,,,,,,,,58.0,101.30000305175781,3.0,0.0,40.0,2.0,-28.0,12.0,0.20000000298023224,0.00750999990850687,0.009999999776482582
2022-07-01 04:30:00+00:00,2576.0,51.0,52.0,59.0,29.0,3.4000000953674316,3.299999952316284,-0.800000011920929,339.70001220703125,3.0999999046325684,-1.2000000476837158,-0.0,-1.2000000476837158,0.10000000149011612,0.10000000149011612,0.6000000238418579,0.20000000298023224,0.5,0.30000001192092896,36853.0,4.400000095367432,333.0,-1.0,-0.10000000149011612,0.07599999755620956,1.059999942779541,2039.0,0.10000000149011612,2.0,0.4000000059604645,0.20000000298023224,0.003000000026077032,-0.029999999329447746,2.619999885559082,10.300000190734863,5.699999809265137,,,,,,,,58.0,101.30000305175781,3.0,0.0,38.0,2.0,-19.0,19.0,0.30000001192092896,0.00750999990850687,0.011300000362098217
2022-07-01 05:30:00+00:00,2576.0,51.0,52.0,61.0,34.0,3.299999952316284,3.200000047683716,-2.5999999046325684,322.8999938964844,2.5999999046325684,-1.899999976158142,-0.10000000149011612,-1.899999976158142,0.10000000149011612,0.10000000149011612,0.699999988079071,0.4000000059604645,0.4000000059604645,0.4000000059604645,35181.0,4.400000095367432,333.0,-1.7999999523162842,0.0,0.07400000095367432,1.059999942779541,1533.0,0.10000000149011612,2.0,0.4000000059604645,0.30000001192092896,0.003000000026077032,-0.029999999329447746,2.75,10.600000381469727,5.800000190734863,,,,,,,,58.0,101.30000305175781,3.0,1.0,31.0,2.0,-13.0,18.0,0.4000000059604645,0.00750999990850687,0.010599999688565731
2022-07-01 06:30:00+00:00,2576.0,51.0,52.0,59.0,35.0,3.299999952316284,3.200000047683716,-7.699999809265137,295.6000061035156,1.399999976158142,-2.9000000953674316,-0.4000000059604645,-2.9000000953674316,0.0,0.10000000149011612,0.699999988079071,0.30000001192092896,0.10000000149011612,0.6000000238418579,32992.0,4.400000095367432,336.0,-2.5999999046325684,-0.30000001192092896,0.07199999690055847,1.0700000524520874,1563.0,0.10000000149011612,1.0,0.20000000298023224,0.5,0.0020000000949949026,-0.0,2.7100000381469727,10.699999809265137,5.800000190734863,,,,,,,,58.0,101.30000305175781,3.0,4.0,32.0,2.0,-16.0,16.0,0.10000000149011612,0.00750999990850687,0.010400000028312206
2022-07-01 07:30:00+00:00,2576.0,51.0,52.0,62.0,37.0,3.0999999046325684,2.9000000953674316,2.700000047683716,302.29998779296875,1.600000023841858,-2.5,0.10000000149011612,-2.4000000953674316,0.5,0.10000000149011612,1.0,0.800000011920929,0.5,0.30000001192092896,31658.0,4.400000095367432,333.0,-2.5999999046325684,-0.10000000149011612,0.06700000166893005,1.0299999713897705,2708.0,0.10000000149011612,3.0,0.30000001192092896,0.4000000059604645,0.006000000052154064,-0.17000000178813934,3.049999952316284,11.300000190734863,5.900000095367432,,,,,,,,58.0,101.30000305175781,3.0,3.0,43.0,2.0,-22.0,21.0,0.10000000149011612,0.00750999990850687,0.009399999864399433
2022-07-01 08:30:00+00:00,2576.0,51.0,52.0,59.0,34.0,2.799999952316284,2.799999952316284,4.900000095367432,290.29998779296875,1.0,-2.5999999046325684,0.20000000298023224,-2.5,0.699999988079071,0.10000000149011612,0.30000001192092896,0.20000000298023224,0.10000000149011612,0.20000000298023224,29560.0,4.5,336.0,-2.5999999046325684,-0.30000001192092896,0.06499999761581421,1.0700000524520874,2278.0,0.10000000149011612,1.0,0.20000000298023224,0.20000000298023224,0.004999999888241291,-0.23999999463558197,3.7699999809265137,12.699999809265137,6.199999809265137,,,,,,,,58.0,101.30000305175781,3.0,3.0,61.0,2.0,-40.0,21.0,-0.10000000149011612,0.00750999990850687,0.007300000172108412
2022-07-01 09:30:00+00:00,2576.0,51.0,52.0,59.0,23.0,2.9000000953674316,2.700000047683716,5.699999809265137,266.79998779296875,-0.20000000298023224,-2.700000047683716,0.30000001192092896,-2.5999999046325684,0.8999999761581421,0.10000000149011612,0.8999999761581421,0.800000011920929,0.10000000149011612,0.30000001192092896,28053.0,4.5,336.0,-2.299999952316284,-0.5,0.06800000369548798,1.0800000429153442,2403.0,0.20000000298023224,4.0,0.30000001192092896,0.30000001192092896,0.004000000189989805,-0.30000001192092896,3.4800000190734863,12.300000190734863,6.099999904632568,,,,,,,,58.0,101.30000305175781,7.0,3.0,58.0,3.0,-38.0,21.0,-0.20000000298023224,0.00750999990850687,0.007899999618530273
